Date,Close,High,Low,Open,Volume,Ticker,MA_7,MA_30,Volatility,Daily_Return
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
2023-08-22,175.51087951660156,175.95651153189084,174.54038966607246,175.34253031574917,42038900,AAPL,,,,
2023-08-23,179.36314392089844,179.78898080878903,176.60021337314086,176.78837280424742,52722800,AAPL,,,,0.02194886388186834
2023-08-24,174.6691436767578,179.34336155038372,174.30272234931607,178.91752463221655,54945800,AAPL,,,,-0.026170372248887075
2023-08-25,176.87747192382812,177.41222723977137,174.1145417550287,175.65940723528453,51449600,AAPL,,,,0.012642921357403747
2023-08-28,178.4421844482422,178.83829845949455,176.81809282485807,178.34314839003864,43820700,AAPL,,,,0.008846307601501069
2023-08-29,182.3340301513672,183.10646293821267,177.75884901223952,177.9569059889832,53003900,AAPL,,,,0.021810121385584358
2023-08-30,185.82980346679688,186.027875570887,182.9480417259573,183.14609871926743,60813900,AAPL,179.0038081577846,,,0.019172358075602247
2023-08-31,186.04766845703125,187.28554353881972,185.66145203594442,186.0179606639307,60794500,AAPL,180.50906372070312,,,0.0011723899297633178
2023-09-01,187.6222686767578,188.07779827305947,186.45370666949987,187.65197647170007,45766500,AAPL,181.6889386858259,,,0.008463423555830296
2023-09-05,187.85987854003906,188.13716128920234,185.790155479936,186.45365456620354,45280000,AAPL,183.57332938058036,,,0.0012664267677660046
2023-09-06,181.1357879638672,187.01817274976997,179.70975345688714,186.57252563325392,81755800,AAPL,184.18166024344308,,,-0.03579311680827446
2023-09-07,175.8376922607422,176.48139642487362,171.85668142571674,173.48077306769622,112488800,AAPL,183.80958993094308,,,-0.02924930386579294
2023-09-08,176.45166015625,178.4916910043361,176.06544373133067,176.62002446653017,65551300,AAPL,182.96925136021204,,,0.003491673984195476
2023-09-11,177.62022399902344,178.5511084974291,175.619813594627,178.3233437087065,58953100,AAPL,181.79645429338728,,,0.0066225721069366195
2023-09-12,174.58990478515625,178.38275585399316,173.12426491742679,177.7489644157226,90370200,AAPL,180.15963091169084,,,-0.0170606654222204
2023-09-13,172.5201873779297,175.58021106580875,172.29240747476095,174.7978655233742,84267900,AAPL,178.00219072614397,,,-0.01185473701800499
2023-09-14,174.0353546142578,174.39186327435525,171.89630265367322,172.31222690532334,60895800,AAPL,176.02725873674666,,,0.00878255037486686
2023-09-15,173.31240844726562,174.78796097983732,172.13396406629226,174.76815074757482,109259500,AAPL,174.90963309151786,,,-0.004154018984214858
2023-09-18,176.24368286132812,177.64000941385729,174.4611399337141,174.76813049970744,67257600,AAPL,174.96763174874442,,,0.01691324031743746
2023-09-19,177.33303833007812,177.88760394386657,175.4118538031827,175.7980702206982,51826900,AAPL,175.09354291643416,,,0.00618096178577443
2023-09-20,173.7877655029297,177.95692035427507,173.69862701203755,177.52118590379774,58436200,AAPL,174.5460488455636,,,-0.01999217326074043
2023-09-21,172.24288940429688,174.58991092023126,172.17357625479622,172.85688574257026,63149100,AAPL,174.21076093401228,,,-0.008889441061412207
2023-09-22,173.09454345703125,175.36233909077248,172.36173107244514,172.97571228348323,56725400,AAPL,174.29281180245536,,,0.0049444946939745105
2023-09-25,174.37203979492188,175.2534062611611,172.46075278406465,172.51027081019092,46172700,AAPL,174.34090968540735,,,0.007380338584779045
2023-09-26,170.2919921875,173.50055447022797,169.99489916963813,173.1242507509963,64588900,AAPL,173.90942164829798,,,-0.02339851969513229
2023-09-27,168.77682495117188,171.36150860467507,167.41022120055555,170.94558441007192,66921800,AAPL,172.8427276611328,,,-0.008897466151314037
2023-09-28,169.0343475341797,170.36134620682475,165.99411859544844,167.6974361884009,56294400,AAPL,171.6572004045759,,,0.0015258172031753503
2023-09-29,169.54928588867188,171.39124466953126,168.68771453081845,170.35142654777866,51861100,AAPL,171.05170331682478,,,0.0030463533713942503
2023-10-02,172.0646209716797,172.60928898108386,169.27196778388654,169.55916323919894,52164500,AAPL,171.02623639787947,,,0.014835421274846272
2023-10-03,170.72772216796875,171.9458021063211,169.1630613901914,170.58908076573104,49594600,AAPL,170.68811907087053,176.25261484781902,5.369446020910605,-0.007769748343158689
2023-10-04,171.9755096435547,172.5201776911012,169.31160010164683,169.43043127173715,53020300,AAPL,170.34575762067522,176.1347691853841,5.424797457508837,0.007308640095123664
2023-10-05,173.21339416503906,173.74814957044222,171.00501406167223,172.1042477774046,48527900,AAPL,170.76310076032365,175.92977752685547,5.414781102874748,0.007198027928802642
2023-10-06,175.76837158203125,176.26352163595584,171.5001654241457,172.1141617663429,57266700,AAPL,171.76189313616072,175.96641845703124,5.409673184122867,0.014750461009717108
2023-10-09,177.25381469726562,177.3132302836497,174.09475506108697,175.09495269037185,42390800,AAPL,172.93610273088728,175.97896321614584,5.412294447294058,0.008451139996715096
2023-10-10,176.65960693359375,177.97670767634264,176.2238725392073,176.37242659771795,43698000,AAPL,173.95186288016183,175.91954396565754,5.3940737019311324,-0.003352298875410553
2023-10-11,178.0559539794922,178.10547200469523,175.87729686757618,176.4714678376734,47551100,AAPL,174.8077675955636,175.77694142659504,5.273856967677931,0.007904167059668232
2023-10-12,178.95713806152344,180.57131695227565,177.30332359387822,178.3233466007442,56743100,AAPL,175.9833984375,175.5478525797526,4.962176304374848,0.005061240929550959
2023-10-13,177.1151580810547,180.16526873253892,176.41203844407568,179.66022118086906,51427100,AAPL,176.71763392857142,175.2501022338867,4.562301565336329,-0.010292855598950768
2023-10-16,176.98643493652344,177.3429435766639,174.79786506856496,175.03554253225204,52517000,AAPL,177.2566397530692,174.89557444254558,3.9383040360829162,-0.0007267765555805106
2023-10-17,175.43165588378906,176.6893412361662,173.1044597256959,174.93650583601004,57549400,AAPL,177.20853751046317,174.4813003540039,3.0898188413831957,-0.0087847356962244
2023-10-18,174.1343536376953,175.8574811296678,173.41143884685883,173.87688106979198,54764400,AAPL,176.76290021623885,174.24791920979817,2.822731604525594,-0.0073949153564002446
2023-10-19,173.75807189941406,176.11497599372035,173.49068662646167,174.33243269200634,59302900,AAPL,176.34839521135603,174.17859853108723,2.807840064235877,-0.0021608702155586634
2023-10-20,171.2030792236328,173.71843472751576,170.96540176933075,173.60950111647477,64244000,AAPL,175.3694131033761,174.00364583333334,2.8247896569065554,-0.014704310699650835
2023-10-23,171.3218994140625,172.32209697076135,168.28167117128655,169.25217604772806,55980100,AAPL,174.2786647251674,173.7937016805013,2.7804334279878526,0.000694030685479019
2023-10-24,171.7576446533203,171.98540943587548,169.78694209599936,171.3714282347356,43816600,AAPL,173.5133056640625,173.6992930094401,2.800478347659746,0.0025434298869444483
2023-10-25,169.4403533935547,171.38133313025827,168.99470625930118,170.2127862637829,57157000,AAPL,172.43529401506697,173.5966318766276,2.8998798287313674,-0.013491633891713484
2023-10-26,165.27117919921875,169.71763198356828,164.06301189675906,168.71741923518283,70625300,AAPL,170.98379734584265,173.3044926961263,3.2717711813546955,-0.02460555653264196
2023-10-27,166.58828735351562,167.321114882013,165.2117707914918,165.29099661436564,58499100,AAPL,169.9057878766741,173.08035532633463,3.493986646837244,0.007969375911024645
2023-10-30,168.63819885253906,169.50966778359705,167.23197451155576,167.3805285943209,51131000,AAPL,169.17437744140625,172.82683919270832,3.5322569619095847,0.012305255859154984
2023-10-31,169.11355590820312,169.24228464861295,166.27138428536674,167.70733154956028,44846000,AAPL,168.87587411063058,172.5528564453125,3.489190123465763,0.0028187982254228583
2023-11-01,172.28250122070312,172.53997379429074,168.46983997695696,169.34130885799144,56934900,AAPL,169.01310294015067,172.50268096923827,3.481634317128262,0.018738564720501394
2023-11-02,175.8475799560547,176.05553449603235,173.7580463313888,173.81746191423957,77334800,AAPL,169.59737941196985,172.62283732096355,3.5341646778608684,0.020693214401296123
2023-11-03,174.9364776611328,175.10484194774793,171.66849996074876,172.54986629941328,79829200,AAPL,170.3825400216239,172.68423512776693,3.55855750202527,-0.005181204627038749
2023-11-06,177.49148559570312,177.68954259678722,174.50079012453784,174.66913933099835,63841300,AAPL,172.12829807826452,172.78821665445963,3.653874755283255,0.014605346859215773
2023-11-07,180.05636596679688,180.67034717470034,177.23400472320088,177.44195927584823,70530000,AAPL,174.05230930873327,173.1136957804362,3.853301222754587,0.01445072343884779
2023-11-08,181.115966796875,181.67053238037917,179.8285737718667,180.5812114444328,49340300,AAPL,175.83484758649553,173.5250005086263,4.028958642443326,0.005884828477952908
2023-11-09,180.64065551757812,182.33406032637882,180.0464693782347,181.18532362684607,53763500,AAPL,177.48157610212053,173.91187744140626,4.13862834919078,-0.0026243477463803178
2023-11-10,184.83511352539062,185.00369964258533,181.989212824357,182.42552132152326,66133400,AAPL,179.2748064313616,174.42140502929686,4.507524071406117,0.023219900280999184
